reportID,report
28730,"December coon hunt on Fewtown Road on the dog training grounds me and 3 buddys lost our dogs. The Garmin GPS wasn't working so we couldnt track them, we waited for one of them to strike and heard our dogs strike a long ways away. Fewtown road is located in Atwater. We drove all the way to the other side of the hunting ground and walked into the woods about 400 yards. One dog ran to our feet with its tail tucked. These are coon dogs, they don't run from their quarry. This dog would not leave our side. We had one dog 70 yards away where he was treein a coon. He stopped strike [editor's note: hunting dogs wear strike collars that indicate to the hunter electronically when the dog has stopped moving] this is is when we heard the loudest groaning wailing call. We all stood there mouths dropped. We put the one dog on a lead and my buddy went to get his dog so we could leave I went with him to get his dog. The dog stood pointed the opposite way of the tree with is hair on his back standing straight up, then we heard the loud long wailing noise again. We were all scared by then and didn't feel like investigating the call. No other cars were there nor were there any hunters there. No other dogs and there are no bears in the area. "
32976,"I have three encounters with what I believe to be Bigfoot or an unknown crpytid. 2008-In late fall I accompanied my wife, daughter, and my mother to stay in a rental cabin near island lake, situated near the manistee national forest in northern lower michigan.  As an avid mountain biker I brought along my bike and had planned several rides. The second day of my stay I set off on a ride about 6pm and entered a thick pine/cedar forest on what appeared to be a game trail. After roughly 1.5 miles of riding (I marked a way point on my GPS before entering the woods so I could easily find my way back) I noticed my front tire was very low on air. Shortly after I came to a very small clearing in the woods, it was clear cut purposefully with exposed stumps and new undergrowth. I set my bike against a pine stump and began to repair my front tire. To my right roughly 50-60 yards was a partially destroyed and burnt old RV. Seconds after glancing at it, a very loud thump came from within the camper. All I can describe it is as a ""head"" appeared in a broken window, which had to be over six feet from the base of the camper. From my distance all I could see was jet black fur and no noticeable ears, the eyes were not noticeable or black as well. It cocked its head to the right slightly as I mounted my mountain bike. I rode off quickly following my GPS map back to my starting point. Whatever it was I saw I believe followed me back to my cabin, as very foul and pungent odor lingered outside the next morning. 2009For a short time while finishing my bachelors degree my wife and daughter lived with my dad. His house was at the end of a very long drive which backed up to hundreds of acres of woods and a large state recreation area called Waterloo in southern lower Michigan. After my parents divorced my mom who is a nurse moved in with her mother to provide care who lived right next door. December 3 I arrived home from school about 7pm. Shortly thereafter (I lived in an apartment in the basement) I hear a knock on the sliding glass door. It was my mother who looked very disturbed and frightened, and says she has been hearing howls all evening. I assumed coyotes as they were very abundant there. She was unshakeable in her opinion that it was not a coyote. I stepped outside onto the patio and shut off the exterior light. What I did notice immediately was a very strong odor being whirled around in the wind. I waited nearly 5 minutes and then I heard it, it was very near the tree line. Howling like I never have heard from a coyote, deep penetrating bass notes that sounded ragged and throaty. It was very windy and beginning to snow, and the howls seemed to occur in different locations. Due to the snow falling overnight no tracks or signs were observed.Thank you for reading my encounters, I appreciate your time. "
33256,"While on a training exercise in Ft. Pickett, VA., I was positioned in an observation point overlooking a camp. I was lying low in our hide providing over watch while my team member attempted to move in to within approximately 75 yards of this camp. It was at this point when three distinct knocking sounds spread no more than 1 second apart, were heard from our 6 oclock position. The distance appeared to be within 100 yards. After a very short pause of about three, maybe five seconds, there was the sound of a large branch or small tree breaking in half. The noise was so loud that everyone in the camp grabbed their flashlights and searched the tree line towards the direction of the sound. We were almost compromised by this noise, but as quickly as the sounds were heard, the forest fell silent. Unfortunately, no one was able to further investigate those sounds due to our focus being the exercise and not the wild life. Approximately two, maybe three hours later, one of the cadre was listening to a range radio and overheard a conversation between an adjacent range and range control. The conversation spanned only a few minutes, but in summary it went like this: Range Control, this is range #... umm, there is a Bigfoot walking across the range! This range was only a few kilometers from our location.Early the next morning, maybe 5am, one of the members of our team had to depart the training environment so he was given a coordinate to meet for ex-filtration. He arrived early and waited until the extraction team arrived. During his time alone, he commented that he heard loud foot steps behind him. He was not sure if it was a large deer coming to investigate or what, but he said it came very close to him. So close that he was hearing this animal breathing behind him only a little ways off. He said he felt uneasy and didnt dare turn around because his initial thought was that it might just be a buck that would become startled and attack him. A few moments later, the animal departed and shortly after he was extracted. He didnt want to think of this animal as anything but perhaps a deer. After the exercise, we spoke with the role players about that night. They all heard the sound and thought one of us was trying to play a game with them or that one of us had fallen down the side of an embankment causing the loud noise. Once we advised them that it was not us, they just went silent and didnt speak of it any further. The strange thing is that earlier that night I had this eerie feeling, like something was watching me from behind. My reaction at the time was to grasp my knife and prepare for whatever may come next. It never reached that point, but my senses were heightened and I found myself scanning my surroundings more often with my night vision. Due to the nature of my work, I cannot go into great detail as to the exact month or day, but I can mention that it was in the early months leading up to spring. But I cannot deny that there is something other than normal wild life in the woods surrounding Ft. Pickett, VA. "
34426,"I was out hiking one morning on a popular local trail when I decided to explore the area around it using my GPS. It is an open hammock containing old growth liveoaks with a lot of surrounding history from the sugarmill period all the way back to the first native americans that inhabited the area thousands of years ago. I was ""off trail"" approximately several hundred yards when I came upon an un-natural looking intertwined tree formation capped off with a dead ""y"" shaped branch weaved in the top. I tried to think of how this could have occurred naturally but it simply could not have. I marked the site and took pictures and basically forgot about it until I read a report of an encounter in the same area by some local fishermen. I now wonder if it is a navigation or territory marker of some kind. "
34664, [See graphic below with Long/Lat Coordinates]
35789,"At the time of this occurrence we had been at Clarkco State Park for two nights in a cabin.  The previous morning, Wednesday, October 20, 2010, I had walked the length of the cabin road to its dead end, turned around, and then walked the length of the cabin road all the way across the dam to the park headquarters building.   During this time I shot photos of leaf colors, a duck on the water, and various other things.  Nothing unusual was seen or heard that morning (morning of Wednesday, October 20, 2010).The following morning (Thursday, October 21, 2010) I awoke around 730AM.  My wife was still asleep.    I had a bite to eat, put on my clothes, got my digital camera, and headed out on the road towards the dam of Clarkco Lake to get some early morning photos.  The time I left the cabin was about 815AM CDT.The temp was down around 45 degrees that morning and there was a light fog coming off the lake.  The morning was completely clear  brilliant sunshine - with no overcast and some light breezes now and then.  I tried to sneak up on some turtles that were out on a log to shoot a photo, but they were too quick for me.   All of them slipped into the water.  I shot a few photos of the lake, leaf colors, and the fog from the south end of the dam (the end away from the park headquarters building).   After shooting several photos I headed back to the cabin on the road that led away from the dam.   When I was about 150 feet from our cabin I heard a distinct knocking sound like you would get if you were hitting a 2x4 with another 2x4, or maybe hitting a 2x4 with a hammer.   I thought there might be some carpenters doing some work at a house located nearby.   However, we were inside the state park and I knew of no houses  other than the ranger houses - within the park.    This knocking sound continued on.   I didn't count the number of ""knocks,"" but I'd say they numbered at least ten knocks and were in a steady rhythm.I stopped walking and looked directly into the wooded, hilly area in the direction the sound seemed to be coming from (towards the south).   The knocking stopped when I stopped walking.   I saw nothing and heard nothing while I was stopped on the road.   There were no odors in the air at this time either.   As mentioned above, there was a light breeze blowing from time to time that morning. I then proceeded to walk to our cabin which was only about another 75 feet away.   As I began to walk the knocking sound started again and this time I attempted to count the knocks.   There were five or six knocks in a steady rhythm.  Then there were no more.    When I got into the driveway of the cabin I again looked in the direction that I thought the sounds came from and saw nothing.      Could this sound have come from construction work between the state park and U.S. Highway 45?   Could there have been a utility company crew working in the woods on a power line? I have been in the woods for years as a Scout leader, a camper, and as a hunter, I have heard woodpeckers and other animals make noises before.   This was not a woodpecker.   It was not a deer hitting a tree with his rack.   This was a heavy and deliberate sound.  This knocking sound was unlike any animal sound I have ever encountered.    There were no ""whoops,"" ""calls,"" or other noises, just the wood knocking sound.   The knocking was a ""hard"" sound almost like a carpenter hitting a piece of wood repeatedly with a hammer in a steady rhythm.   That's one of the reasons I lean towards it being a sound from a construction site.    However, the fact that the knocking stopped when I stopped walking and looked into the woods, and then resumed when I began walking again, makes me think there are other possibilities as to its origin.After coming home from the state park I listened to wood knocking sounds on the Bigfoot Field Researchers Organization website.   The wood knocking sound I heard exactly matches the recorded wood knocking sounds on some of the bigfoot websites.  Again, the sound was similar to hitting two 2x4s together or pounding on a 2x4 with a hammer.During midmorning of that same day we left the state park and went to Meridian for a few hours.    My wife was not feeling well when we returned, so when we got back to the state park we packed our belongings in the car and headed for home.   We had paid for three nights at the park, but we only stayed two nights.  We left the park around 330PM CDT that day.   I didn't hear or see anything out of the ordinary the remainder of the time we were in the state park.The GPS coordinates where I was on the cabin road when I heard these knocking sounds are approximately:     N  32 degrees, 5 minutes, 53 seconds     W  88 degrees, 41 minutes, 44 seconds. "
36514,"I took my son Myles fishing behind Sundown Mountain ski resort. We turned west off of Asbury road on to Twin Springs Drive, where there is access to the stream. I had been promising my son some night fishing. We sat on a couple of buckets facing south, to the rock out cropping and wooded area across the creek. We were fishing in the deeper water across the creek near the rocks. We heard sticks breaking and rustling which I assumed were coons, as this is a good coon area. Then we noticed something larger coming toward the other side of the creek from a distance. Thinking that this is one of many deer that we often see, thought nothing of it until we caught sight of it in the back-light of the city or moon from the other side of the hill we were facing. This was a large bipedal animal, very unlikely to be a person, this time of night without a light (although we were fishing without a light source also). It came up to the top of the rock out cropping direct across from us and stood between two trees. It then squatted down and just sat there watching us. My son was scared, and I was intrigued. Within 10 minutes another came to join the first to his right and stayed just across a ravine. No more than 6 minutes later another came from the south, just to the left of the one squatting across from us. As this one got close, it let out a piercing shriek. Nothing like the calls that are heard on the TV shows. This was high pitched and frightening. The other two took notice and began to move toward the shrieking Squatch. At this point we had had enough and grabbed our fishing gear and ran back to the truck. The GPS location is as follows: 42.514765,-90.842826 "
37336, Exact sighting coordinates withheld.
39831,"I was photographing the sunrise on Sat 4th February in the morning on the frozen shore of Big Spirit Lake in northern Iowa, it was about 5am, so I had to wait until daylight. I shut off my vehicle, walked out towards the lake and stopped to listen to the ice cracking on the lake. To the North of me I heard three very distinct sounds that I would say we're 'wood knocks', I am reluctant to say that because I don't want to pigeon hole what I heard, I would estimate the distance of the noise to have been within 1/4 mile or so. In response to that I heard from the South at a closer distance the sound of, and I can only describe it as bottles being moved in a trash can. The temp was 4 deg and there were no other vehicles in the area, it is a state campground, but obviously shut for the winter. I saw no ice fishermen in the area until about 6am or later. It was as if the 'whatever it was' to the South was being alerted to my presence by a lookout. I would not consider the area to be highly wooded, but there is an abundance of deer and they obviously hide well in the area. I left pretty spooked cursing the fact I had an slr camera with video capabilities, but being totally alone freaked me out. Have you heard of any Sasquatch reports in the area at all, I can give an exact GPS coordinate or map reference if needed. North west side of Big Spirit Lake, IA, near Okoboji, and Spirit Lake, thanks [name removed by investigator] "
40645," If you are going toward Hopewell from Petersburg on 36 there is a circular ""subdivision"" across from the gates on the left.  At the time, the basketball courts are on the northwest side and the trail into the woods runs northeast kind of parallel to 36.  The stream starts at the subdivision and runs through the woods below the earthen walls toward the northwest.  I could provide you GPS coordinates if that helped.  I can still see the area on google maps though I now live in Florida"
45726,"June 22, 2014While on a dirt bike riding trip with three friends we came to an intersection of two dirt roads about 7 miles north of Plain, WA.  As soon as we stopped and turned off the motorcycles we heard what sounded like someone hitting a tree with a stick.  We initially didn't think much of it as we were not familiar with the immediate area and assumed that there were people near by.  Two of us walked closer to the intersection to see if there were other motorcycles or vehicles parked down the road. We found none.  After several minutes, hearing no other sounds, I picked up a stick and hit a tree two times.  Within three seconds we heard two or three very loud tree knocks.  At this time we got on our motorcycles and left the area immediately.  The next day two of us returned to the same location to see if we could find a trail or a campsite in the area where we heard the knocking. The forest was thick and there were no signs of any trails or camping sites .  I have the exact location marked on my cell phone gps. I have the exact loacation marked on my cell phone gps and am more than happy to show it."
47107,"This witness sent in two reports, the reports have been combined. (Investigator)First report: Growl/howl heard today 16 Nov 2014 while hunting outside Winlock Washington at 2:42pm. While hunting, I heard yelling mixed with a growl/scream within 200 yards of my hunting location. This is the same area three of us heard the same thing in November 2012.This time, within minutes, I was upwind from the screams, then I recorded the sound of trees breaking and the sound of foot steps ""Pounding"" the ground. It got closer then I got the Heck out of there. What few deer I did see, RAN fast away as soon as the screams began.I have a long history in investigations, and know EXACTLY what I heard, minute by minute. I will take a group of your investigators out to the exact location, and show you the location on a GPS map.PLEASE contact me!! This was too much.Second report:Sent  a report on 16 Nov 2014 about a encounter while hunting outside Winlock Wa. Went back out to look for physical evidence of my first encounter. What happened next spooked me very bad, making me somewhat sick to my stomach. As I follow a wide trail into the thick tree growth, I heard noise to my right, some distance below me. I stopped, listened, and began to pull my digital recorder out while holding my digital video camera. I never got the chance to turn on either. Within seconds, to my right I watched the top of the pine trees (15-20 feet tall) shake violently. Followed by the loudest, harshest scream I NEVER want to hear EVER again.Only other thing I saw were suspicious tree breaks, unknown if human made although, there in a untraveled area of the forest on the perimeter of the clear cut. "
