reportID,other_witnesses
28210,Two other witnesses in the truck with we.Thay saw it plain as day for about 8 seconds in front of my truck fifteen feet away .trying to run from my truck.
48530,My brother was with me and saw it as well
55997,At least 6 people have looked at the area and do not know what to make of it
8890,"30 to 40 head of cattle. spooked up moving into a bunch, making alot noise."
1132,My father was driving to work at the time of the incident.
5552,"None, I was on my way home from my friends house."
27785,"There were two other people in the vehicle, however, they were sleeping."
1120,"Wife heard growling, I observed the creature"
39615,"My ex husband was with me but didnt get to see it, it was gone in a matter of seconds"
15610,"2.  See details in ""What was seen, heard or found?""."
21660,"My parents, brother and I saw the footprints.  My mom, brother and I heard the roar."
5059,"All events had witnesses, except when my aunt was alone and both encounters that involved my grandma, as decribed in the story."
1136,
63367,
3667,Five witnesses that I know of.  All were outside or inside their homes when they heard the sounds.
4116,"My husband,he was sleeping when I woke him up after hearing it.  He heard the high pitched screechs as well."
62393,One guy saw the foot prints in the sand and the half eaten fish.
46676,10-15 wasn't exactly sure how many exactly.
59071,"yes my wife, my best friend and uncle, my brother."
36407,"My daughter was here, she is over 20."
4421,Unfortunately no.
38339,I was the only one to hear this
38519,There was three of us. We were in the Gator prior to it.
56614,No
49971,Just me
46826,three including myself
56388,No
12528,I belive there was seven of us.  We were just siting around talking.
28080,Two. We were on our way home from church
56937,It was just me. I was on my way back from town. I had to go return movies and grap a few things from the store for the house to be prepared for severe thunderstorms headed our way.
15236,2 my brother and I.
1356,
1141,Hiking between Camp Lonestar and Camp Frontier using an old trail that had been out of use since the early 70's.
57305,"no, only witness is security who seen foot print"
36838,"I am the only one who saw it, was scared to tell people cuz they would just blow it off as a joke"
10927,None.
23836,"no , just him"
1150,"We were visiting at my mothers after a family funeral earlier in the day, and my mother sent my dad up to the small mini-mart on an errand. He went alone."
62297,"Yes, there was 1. She was in collage and was a belly dancer. We were walking down the trail."
27410,no
6656,Maybe one other-we were all watching TV
23581,"One, my brother witnessed the footprint and heard the whoops."
15075,"2 witnesses, myself and one friend. were hunting."
58937,My wife and I discovered the tracks (left during the night of 15-16 Jan) on Tuesday 16th in early afternoon.
30442,"Just my husband and myself, we were wakened in the middle of the night"
25026,2
14150,dont know yet
22600,2 witnesses to sounds. 1 witness to reflected eyes and shadow movements
41427,just 2 of us .. walking.
5064,No other witnesses were there.
27341,
40015,no
40548,No I was driving home from work.
36572,"Just 1, me. I was simply driving down the highway to deliver an electric generator to the county fairgrounds in Rison, Arkansas."
33872,No
31201,"Yes, sitting in passenger seat."
30159,"2 others.  One who refuses to share her experience.  Before we ""snuck out"" they were watching t.v.  It was a spur of the moment idea for us to sneak the 4 wheeler out."
1158,
66214,Just me
27800,"MY BEST FRIEND AND I,  WE WERE DRIVING"
27261,my wife and I eventually ran to our cabin where we made my father come out and listen to the big creature throw a fit. the cabins sit on top the point overlooking the cove. you could easily hear each rock hit the water and the growls and screams that followed each rock toss.
66158,Myself
59307,Me and my hunting partner. We were walking in a food plotted small field.
8732,
35789,No other persons witnessed the sounds.
12290,My mom is a witness to the incident. She saw what I saw..
13918,Just my roommate and I who were coming home from playing in the band at a JCJC football game.
14144,My roommate was the only witness besides me. Before the incident we were just traveling to her mom's house.
12122,2 OTHER MEN.I DONT WISH TO REVEAL THEIR NAMES.THE THREE OF US WERE DEER HUNTING.
27012,4
72081,Walking dogs. Stand on back porch. Just normal stuff. I was deer hunting the first time I heard it this time.
13347,myself
4681,"THREE, WE WERE JUST RIDING AROUND."
27167,just me
1345,
8429,It was just my mother and me.  We were trying to get my dog to run around and get some exercise.
39764,No...
13494,
40524,yes there was three besides me
17292,
37974,1
36008,2. me and my brother were just hiking
62969,No
36759,"The frist one it was just me, the other my little brother, my little sister and her boyfriend."
21907,"Zero.The other guys were far away from me, when I heard the knocking, and they did not hear the whoop."
51959,Two witnesses hiking on the trail.
63362,"Two others, we all witnessed the same thing together."
1454,Hiking and waiting out a storm
12636,"There were plenty people on the bridge looking at the river, but there was no indication that anyone saw anything at all.  There were no people on the other side of the river and I cannot remember even if the bridge stopped or whether there was a path to the other side.  Everyone just stood on the bridge."
34024,I was solo
1518,We had finished dinner and had been in bed for about a 1/2 hour or so when it happened.
63148,2
48616,"No, Only Myself"
28230,"My partner heard the yell/scream from bed. He just rolled over and went back to sleep, because we hear it so much up here."
6170,Myself and a friend
5627,NOBODY BUT ME. I HAVE ONLY TOLD A VERY FEW PEOPLE. I FELT AS IF I WAS BLESSED TO SEE SUCH A THING.
562,"Six witnesses, Hunting Elk and hiking through the country. Four men and two ladies."
1530,I was alone flyfishing for trout
10260,"My son, Ryan, was sleeping that night but the next morning he heard the rocks being used."
30384,"Two, myself and my cousin. We were both scanning the sage brush meadow looking for deer on opening day of deer season."
41782,No
36281,no just me
65664,
59607,Total of 3 people in our group and we are all seeing and hearing the same things.
40412,"Three:Me, my husband, and my daughter."
34899,me and my son seen the prints
40170,2008 - 2 people. We were sleeping2009 - 1 person.  She was sleeping but heard noise out front
36727,no
10357,"One other witness outside, and my wife inside.  Almost reluctant to talk to other neighbors, but would probably do so."
9873,none.
1649,
2995,"Myself and a friend. We were driving home to Livingston, Listening to music and looking at the amazing scenery."
1693,Looking for possible rock climbs
33257,It was just me. The car owner had road into town with the highway patrol.
13383,no
1700,Driving along the road looking for a hunting spot
63381,2 witnesses. We were talking and driving towards Missoula Montana
8999,"2, myself and my daugher's boyfriend. We were driving, not really talking, just enjoying the beautiful day."
25662,I was alone.
1757,We had been called by my son to come out to see the prints and there was seven of us.
47215,"me, my now exhusband, my 2 brothers.  My older bro does not remember the trip; younger bro barely remembers going into there; I don't see my exhusband so who knows what he remembers."
43204,"There was another lady that had stopped, mid 50's who watched it as well. Name unknown. The road is not that busy."
41508,No but others with me
24264,No other witnesses.
2149,
28381,myself and my 8 yr old daughter
29024,1
13663,"One of my uncles, hunting with me"
69464,No
15108,"No, but I freaked out and told my Aunt and Cousin about it immediately."
9218,i am the only witness
41506,"My aunt was in the car with me, but she wasn't sure if she saw anything."
3270,2 witnesses. out a few hundred yards from campsite gathering fire wood.
3331,My 7 year old son.
33358,2 - We were just driving
15554,"ONE WITNESS, THEY WERE WASHING THERE HANDS AT KITCHEN SINK."
18680,1
18943,just my dog
18516,"My dad who is now deceased, my older sister who is in her fifties, her friends, and myself who got a straight on view of it. I am forty-six years old. I was no more than nine or ten foot away from it. I was close enough to see the face clearly and the expression on its face. There was no fear shown in its expression. The hair on the rest of its body was dark, but it seemed like it was shorter. I mean it did not look shaggy. You could tell clearly that its arms were longer than ours. The hands fell right below its waist. Its eyes were large. It walked upright like a man. I would estimate now that it weighed around five to seven hundred pounds, maybe more. I am not a hunter so I am not exact with weight of animals. All I can tell you it was huge, and mad my dad who was a big man look like a dwarf. It was dusk. We were coming from our tobacco field. We were headed to our tobacco barns. There was a small dirt driveway in front of this barn. There were woods on both sides of this dirt road and behind the barn. It came from the right where the barn was, woods was behind the barn, crossed in front of us, paused and looked straight at us. It then stepped across the rest of the road into the woods left of us."
7393,"two other witnesses, my cousin, and our friend"
42999,just me
26299,NONE
69269,2; We were watching the sunset and taking photos
69433,No.
12640,"2, me and my friend"
31994,i was by myself
2054,"My brother witnessed my dog barking and growling.  My nieghbor's dog also went nuts at exactly the same time that my dog did (we compared notes later).  Her dog is similar to mine in that he doesn't get upset over things easily, loves people, is laid-back, etc."
3332,2 other people in the car were sleeping
30735,Just myself.
23615,just me
12333,"One witness was involved, and that was Jack ------ (my hunting partner who, at this point, shall remain unnamed due to privacy concerns....he may not mind, but I'd need his permission before revealing his identity). He and I were sitting around our campfire, just before retiring for the night.  It was midnight, we know, because we checked our watches when we heard the howl.  No drugs or alcohol were involved.  We were camping that weekend to track for deer sign for the upcoming bow season, opening in a few weeks' time (early Sept.)."
4676,"2, me and my sister"
49148,2. Preparing to sleep when the howl was heard and hiking when the trails were spotted
50721,no
14075,"Myself and my friend, walking quietly"
44354,"1, myself"
32447,3 children and 2 adults they were playing outside and riding a bike on the old road
13492,There were five other people and we were all sitting around the fire.
30757,"2 witnesses, We had just shopped at an all night wal mart. driving home."
24988,Loud noises on the roof and walls were heard by a second witness. Both witnesses were asleep just prior to the onset of noises.
450,"3 Myself, my wife and father. At each incident we had all been in the tents, all lights off and were or had been asleep."
65677,My husband was driving but was looking in his left side mirror at a car behind us.
50074,2 witnesses (including myself).We were sleeping. I was in a hammock 20 feet from the site and my wife in the tent at the site.
49906,"just me, I left shortly after cars started pulling in."
47026,My good friend Mark was there but he didn't hear anything but the dogs and we did not communicate during because I thought I was losing my mind.
67540,
41040,Myself a friend and his wife and 3 kids.
27906,
8983,Father
15492,
39855,Just me. I was walking.
32444,No
24334,About 5 witnesses including our Staff Sgt.
9750,None.
3334,"No witnesses,  just myself , several folks saw the car damage,  and everyone could smell the smell."
31303,Wife who was sleeping in the passenger seat of the car.  I woke her up just after passing the creature; she could see the figure in the brake lights but said it had to have been a bear.
1939,No witnesses.
74666,2
9212,Apparently about 6 neighbors affected.
3335,
30438,"Don't know who they were, but a vehicle was traveling behind my cab at that time and they slowed down so they most likely saw this creature also."
8804,3 myself and my 2 brothers we were hunting. also a nabour heard the noises at nite
67582,3 at home2 camping trip
39279,My wife and two kids were asleep and none of the neighbors have said anything to me if they saw anything.
42580,"There was 2 witnesses, me and my wife, we had been driving around like we normally do when we saw it."
26013,I carried my son and  his girlfriends  brother up there after hunting season and we saw alot of tracks plus saw where some limbs had been broke about seven feet up on some brush.
49977,no i was driving by myself.
14801,1
6267,My cousin and I. Squirrel hunting.
3337,Went into Oakboro to the store and was driving my sons 1980 Oldsmobile Cutless back home.
19015,Two other witnesses. All three of us were sleeping then awake for about 5 minutes before hearing the yelp.
10776,Two
64024,"Two, myself and my husband. Driving NE on Needmore Road headed to Bryson City."
48224,4.... 2 were sleeping and other 2 were awake
3338,I was backpacking
58022,"2. Just prior we were relaxing and talking in our tent. There were 10 of us in our group but, only 2 of us witnessed it"
7246,NONE
67749,Just me
27908,No
13378,2 other witnesses  We were snow sledding
30860,"Myself and my friend saw it, his brother only heard it."
3339,"We were four-wheeling in a Jeep. No one in the vehicle had a drop to drink anytime that evening. We did not notice the tracks on the way up, only when our lights hit them as we were coming down."
8130,A person by the name of Dennis fox jr. took pictures of foot prints in the snow the it left after crossing the road. Game Warden and cops were sent out to look for the monster which was ended up with no results.  Both Cops and Game Warden did sight something or someone that was very tall and moving very fast.  Other witnesses heard the cops & game wardens talking on their scanners.
12562,My Uncle and I..my Cousins Which are the main witness..6 Kids that might of seen bigfoot running across the road.
8165,one adult female and more than one child
751,"We were returning from a day long trip intothe surrounding countryside, hunting rabbits."
22577,Already explained in story.
16432,Only two; the third person kept walking on the trail and did not see it.
23046,Two other witnesses besides myself. We were hanging out.
25241,"I was the only person in the truck, but there was a car behind me.  I do not know if the car had seen the big foot."
12482,Two witnesses. Working just before or just being at home.
20870,"Only myself, driving and looking up the ravines."
15615,I was by myself.
28090,JUST ME
6410,There were possibly 8 adults which witnessed the the animal/creature.
59757,2 witnesses saw the creature. 3 people were present.
6668,1 person heard the screams
48403,It was myself and my daughter. My wife stepped out just after it happened and did not hear anything. She did however note that the night was very quiet.
9009,
6623,four persons heard the soundall were awakened from sleep
51934,2 of us
1975,Myself and my wife were just hanging out in the rec room playing pool.
48354,
48940,1 witness which was me. I was just biking in my woods.
9313,Just me and the dog.  Everyone else slept through it.
55269,Just myself
63235,"Just me, looking for a particular landmark on the other side of the road."
72283,My friend Cooper
45903,Alone - if I told anyone they would just call me crazy.
50025,2 including myself.
23784,"My cousin Kevin, my friends Tyler, Tim, & Steve"
14232,no
13515,"My girlfriend was with me, she saw it first"
10249,one witness to the load noise
14143,"(2) witnesses.  I was driving the car, my mother the passenger."
1428,Sleeping.
1427,
1429,One besides myself on the first occasion. Two besides myself on the the second occasion.
45647,"many, 20 girlscouts, several boyscouts and about 6 scout counselors, 3 boyscout counselors, 3 girlscout counselors."
51500,No
55961,"Five witnesses, we were watching TV."
55413,1. Just happen to walk outside to let the dogs out.
16604,I was in the car alone and no cars coming in opposite direction.
4273,I was the only person awake to witness at that time.  My mate was just waking up & missed the sighting by a few minutes.
10046,my 16 year old friend.we were walking.
20608,Yes one
459,I was the only one who saw it but my mother said I was near hysterics when I came up the hill.
2271,Two -  me and the driver.  We were talking
1452,"Myself, my wife, our six year old son, and our two year old son. Everyone was sitting in our vehicle as we drove down the road."
16308,3  CRUSIN WE WERE ALL TEENS   15 TO 17
66051,"3, one was a neighborhood friend. We'd walk through the woods together sometimes with my dog. She moved away when I was 10 or 11 and I never heard from her again. The second witness was a friend who would drink a beer or two in the woods in the next town over. He knew of an old abandoned house we'd walk to in the woods in the Howell/Farmingdale area and we'd see footprints that were huge like the others near my house and we'd hear whistle type noises as well. The third witness had his back to the school field but he did see my demeanor change as this thing approached us., I talked to him about 17 yrs ago and he asked me about that evening again and I told him everything I saw and reported above."
29139,My sons were with me
24928,two - Myself and Wife. We were sitting a log while looking around and resting
21977,My wife.
16486,"4 high school firends between 17-18 years old. Sitting on the hood of a car, just talking and laughing."
12065,about 2 or 3 not including my brother or my self
6186,I am unaware of any other witnesses.
59280,Just my husband was with me. He did not see it. I was driving away and caught it in the rear view mirror.
56480,My buddy Joey. He works for me.
24738,My friend Scott
15062,no alone
12825,1 witness returning from a party
7437,Besides my self there were 4 other people. Getting ready to steal the wood.Getting dressed and such.
642,"myself and anouther boyscout named Marty,we were just walkin on the gravel road doin nothing"
16248,Just me.
40462,Only myself
13310,Yes two boys saw it before me
63569,"2 others, we were all walking up the pipe line to go fishing."
48988,my friend heard the noises
39329,"3 witnesses, we had returned from BBQ and were smoking a cigarette outside"
49812,My son and I were both sitting in our jeep at the time we saw it. We didn't realize we saw the same thing until we drove off.
49096,2 witnesses. Description of what we were doing is in the story above.
45098,Just me
15292,There was one witness with me and we both heard the same thing. We were just fishing and taking in the scenery.
16701,Just me.  I lived alone at the time.
22192,"Seven including me.We ate,then goofed off for about 2 hrs settled into tent,goofed off some more then silence,then we heard it."
34572,Described above
1505,Two witnesses and both doing the same thing
29336,"5 people witnessed the Sighting, before the sighting we were listening to music & talking about going canoeing"
7185,Just me and my friend we did not tell to many people because we did not want to get in trouble. We did break in.
49883,No. Just me unfortunately.
17550,"I was the only one in the car, I was coming home from a criminology class.  About 3 months earlier my friend had a sighting that was very similar to mine."
13276,
438,"my friend was asleep, and i was lying next to the fire just listening to the sounds of the woods and river."
10349,just me
3461,
9992,"I had hiked up river by myself, but I was with another friend who skipped morning fishing for some sleep off the main trail about a mile from me."
28218,Just my girlfriend and I
34460,"Three, myself, my wife and my oldest dauther. We were driving late and we were all facing forward and all witnessed it together."
28964,I was the only person to see this.
12994,only I witnessed the sighting.
10266,I was alone when the incident occurred.
23585,MY DAUGHTER. THE NEXT MORNING I WAS TAKING HER TO SCHOOL.
9228,I was the witness with my son and my wife
10114,
7823,There were 2 witnesses:  Edgar and myself.  We were both sleeping inside our tent.
10126,"My family which includes Husband, and two boys."
3895,"Witnesses were all family members, which can be identified by (name withheld) when you contact her.  I can't remember the name of the grandson and granddaughters.  There were at least two witnesses to the sightings by vehicle; only Grandma saw the handprints on the window; and everyone heard the howl (or what I thought was a baby crying) - probably 20 or so.  L. S., from Alaska, will most likely be in Mescalero in June, as he and his family are there all summer with his wife's mother."
1918,"There were two witnesses, my mother and I. We were sleeping."
537,Three witness were getting home late at night.
9918,Just me and my cousin.
8417,None.
69437,"One,my hiking companion."
12418,About 20 people?
11976,I'm not sure because it seems like I was the only one outside at the time but there very well may have been other witnesses.
11109,yes but not at the same time he saw it befor me
11526,the only other person i know that has seen it is my coworker we used to work in the same area i dont work there anymore
1553,My brother and myself
8409,Just myself (as I have already indicated)
20011,5 of us (see above report)
26414,"one other, a close friend visiting from out of state."
12915,just myself.  the others were sleeping.
12271,Only my older sister who was sleeping until I hit the panic button on her SUV (rented Envoy). She woke up asking why the SUV was beeping and I told her I heard 2 sets of footsteps outside the tent and we both heard a branch break as something walked away in a southeast direction.
11589,"MY MOM AND I, WE WERE LOOKING AROUND FOR CATTLE."
4538,My mother and little cousin.
12542,"Me, My Partner, and XXX."
490,"Grandmother, aunts and uncles, and several of my cousins. We were just finishing dinner. John had gone out to use the bathroom."
43399,"No.  But there were people very nearby.  I actually do not know if anybody else saw the creature.  I fled to my vehicle and left very, very rapidly."
5535,One my hunting buddy and day before 6 othershunting and sitting around the camp fire.
66089,2. Driving down hiway
28886,just my two parents.
26460,2 My wife and myself
16207,one other but he ask not to be named.
4904,Two or three students.
5909,"Myself, my best friend and whoever the two young boys were."
22386,"Four other witness; Two were climbing friends of mine, and two others were from S. California. The two climbers from Calif. were coming down the trail towards the three of us. When we all met on the trail is when I observed the thing. All five of us saw the creature for about a minute or two."
20780,"My uncle, and little cousin."
3455,"myself, and my swing shift security officer. Shift change rounds."
5770,Myself only.
5697,Three.  Described in context above.
5692,Just my father and I.
2987,"Just myself and my sister's dog.  I called my uncle the next day, who lives next door, and he said he didn't hear anything and was watching TV all night in his basement."
28244,There was another witness. My friend who was outside with me at the time.
11726,1. We were inside eating lunch and watching tv.
63279,Myself and 1 other
13288,I was with my dad but he did not see it
3399,there was 3 of us.we were all hunting for small game.we were standing together talking when the incident occured.
4589,6 others noted in report
6384,"Three witnesses: My uncle, my cousin, and me."
410,
145,
4986,"Two, we were gettting ready for bed."
4683,twowe were sitting on the porch enjoying the quiet
14035,no
5241,
5245,One witness - my 15 year old daughter who is now 35 years old.
14373,Just myself scouting for deer.
8953,My wife was a witness on two occasions when we were together.
1453,
67425,No.
43285,none
26205,No. Just myself.
11630,Riding in car
74531,none
64192,No.
15191,No. My brother didn't see it.
11956,
7909,My wife and myself my wife had been on the porch and had called for me to come out as the night was so unusally mild for october
5047,NONE
1523,Walking the trail and then cooking supper over a small fire.
10289,One other wittness. We were fishing in our canoe.
75097,No other witnesses. I was the only one that was looking out the window
4286,Me and a friend.  We were driving around for about an hour before the 'sighting' if you will.  Before that we had a midnight meal a diner in Fultonville
45831,"No, just myself in the car."
28570,My friend would probably talk with you.
7872,
6695,
1524,2 my ex wife & myself
6700,7-10 witnesses we were all talking and looking around and then saw the creature.
8905,there was myself and 2 other friends that seen this
1525,the sighting...we were walking.
12709,I was alone at the time.
27035,"Our neighbor at the time (can't remember his name), and my step father. Our neighbor was awakened by the same shadow that I saw, and my step father observed the damage to our back storage room."
57998,R.M. was with me at the time we were both caddies and were on our way to go swimming.
68896,Just me and my brother.
7368,only myself
63832,"Two witnesses, my two best friends, we would go for rides through the park late at night to view wildlife, which is plentiful. Just a awesome night drive on remote dark quiet county rds. Wed do this often to see what we might find."
2144,"1, self."
11688,Me and my wife.
7939,Just my girlfriend and I
18122,"NO WITNESS...I WAS ON MY WAY HOME FROM WORK, AND ALL ALONE!"
11089,"Nat, shooting BB-Guns. I don't know where he is, or how to get ahold of him. He was about 10 or 11 at the time too."
5326,Unfortunatly I was alone at the time
3614,"the only other witness was my childhood friend.  He and I were just hanging out in the cabin.  I'm not really sure what we were doing, but I think we might have been playing cards."
12388,I was the only person there.
1597,Camping
13874,none
65469,No
15144,"yes, in my truck another friend."
11841,"TWO PEOPLE ,LISTENING TO RADIO AND GABBING."
8187,"Two to the vocalizations, four that observed the tracks"
4508,Two witnesses...myself and a friend.  We were cross country skiing along the trail where the tracks were found.
5685,My wife and I were returning home from my stepson's home in Berlin N.Y.
28105,Just my friend
5703,no
1450,Driving West bound on Rte. 224
25661,myself and one of my friends coma over we revisited the Area and took 60+ photos
74487,No other witnesses
68932,No
19836,"Yes, as described in the story."
5515,"1 other besides myself, we were hunting along the creek bottom on our way to the swamp."
2630,"Myself, hunting partners did not observe anything"
13662,Me and my son.
10136,Myself and my life long childhood friend.
7890,"Myself and my good friend and hunting partner , We we together hunting all day."
59664,2
7514,None of us at the camp saw a thing that night. It was not till 5 or 6 years after the event that the thing was spotted on the tape. Everyone that was on the camping trip saw the tape and thinks it might be an ape or a baby bigfoot.
8064,"My friend was with me, We were sharing a house at the time so we headed there together just to go for a winter drive."
59838,none
26338,see above
21488,One other person.
15566,Only me.  I was eating lunch.
15565,My wife was a witness to the scream.  She was asleep and was woken up by the close scream
20363,There was four people in my tent. We had been partying very loud.
2557,Sleeping. I was the only one to see the sighting.
1599,
3298,"I was alone in my car, no witnesses. I started to tell my mom and sister at work when I arrived but said it was a bear  because I knew they would think I was crazy. Many months later I told my family, and sure enough they  called me crazy."
65975,No
55727,2 witnesses.We were slowly motoring in our boat admiring the scenery.
9723,None.  This was a scouting trip for future investigations.
70,My wife
1603,My wife
15398,no
1601,One day one we were hiking in the woods. The following day I was in bed.
2704,"There was one other witness to this.  We were both sober, well-rested, and in no way incapacitated."
26566,"Three witnesses: myself, my stepfather, and his brother"
31940,
58703,Wife and myself.
37259,4 year old cousin
30369,My daughter and her boyfriend were with me.  We all went hiking together and seen the print and heard the sounds.
34932,the kids kept seeing the yellow eyes during day. I was the only one to hear the noises
3315,"Two witnesses, my wife and son, I saw the footprint impression the next day and I heard thehowling noise.  My wife and son were watching TVin our living room."
4176,
3352,Just talking as walking down the road.
3350,
3351,
71751,two of us heard the wood knocks and only one of us saw the leg of the animal
69411,No
69065,No
72131,"Four (4) Witnesses - Mother, father and two children who were camping alone in the primative camp area of Pleasant Hill Lake Park"
49847,No
5333,My dad thought that he might have seen some tracks of some kind.
11946,Two the first time and four the second.
3380,"Well, we were walking up to the abandoned barn and my best friend stopped to take a leak. (as did I)"
7026,Two older friends that I haven't seen in over 30 years.
44262,"Myself, my wife, my daughter (9) my son (7)"
40360,There were other drivers on the highway and some slowed down to look as well
30035,
29018,
1117,"two, me and my friend who helped me write the report"
4201,"I was driving in the morning like maybe 9:00am just light enough to see clearly, but the sun was not up to high over this area of woods, hence the shadow. I was by myself unfortunately. Would have loved a second set of eyes near me!"
4200,The mother was driving her son home from a friends house.
4837,"None, they were a hundred yards in front of me."
63616,No others just my dogs and me.
4409,My mother and son.
26011,"No, only me."
3533,
4202,"It was just me that saw and heard it, My friend was about 2 miles away"
7803,Two other witnesses. One is a Columbus Ohio police officer and the other works for the West Virginia Department of Natural Resourses.
3385,walking ther dogs out of the woods we were in the corn field when this all started.
65305,Two of us.
59078,Just one witness to the howlsMy wife also heard the screams
49918,Three of us.
45215,Four of us.
17388,There was four of us all together
48372,"Just myself. My uncle was there, but didn't see it. We were checking game trails"
58177,Myself and a friend
25961,my sister was the only one that saw it.
4659,
4672,2 people. we were walking in our back yard.
25948,"Just one, my cousin. We were stoking the fire prior to hearing the noise."
11771,2 heard the sound but only 1 witness to the animal at the time of sightingone witness to the sound was inside of home in 2nd story bedroomand the witness who spotted the animal had just left the driveway and was headed home going down the hill directly beside woods
56957,Only me and I was sleeping
8494,
12669,"Yes, my 2 friends. we were ""running"" a coon dog for exercise."
5311,"Two or more. My friend, his wife, and her parents."
1756,"The boy saw it, his Dad and I heard it running.  The boy was sitting quietly in the dark waiting until hunting hours started."
1755,No other witnesses other than myself.
1751,"2 witnesses; camping in tent, awoke to relieve themselves and saw creature lurking about 30 to 50 ft away."
1750,5 witnesses; we were talking and laughing around the kitchen table in plain sight of the back door window
1018,
60924,My wife saw the eyeshine but immediately labeled it as that of an owl.
56346,none
49766,Just me and my grandson.  I am 74 and he is 31.
47305,"Myself, hunting."
26149,There was just Me and my nephew.
51304,1 other witness. .my 16 year-old daughter was with me in the car
37656,Just me
46834,They (2) did not see/hear but saw my reaction (shock) afterwards. We were three women peeing in the woods... LOL! maybe attracted a Bigfoot? Often wondered.
6900,Three total for the vocalizations.
6620,
12220,
4306,"minding my own business ! Coming home from a baby shower, exiting the car and second time laying on my bed"
33014,One other witness.  He was walking side by side with me on the railroad tracks.
4307,"As stated before, we were in my bedroom around 0200 hrs. watching TV."
3535,There were 2 of us and my camcorder that recorded the sight.
4555,"The entire family witnessed the two prints. Husband, wife and two daughters."
3589,"two,me and a friend."
4310,Ginseng hunting.
23414,Just myself and an old friend whom I don't talk to anymore but I could try contacting her if needed.
2902,
878,2 witnesses.  We were just walking and talking.
10861,Three other witnesses.  We we all wading through the river.
38725,"There were 6 or so guys, the one guy had got the truck stuck cuz it was too icey too get up the hill and that's where we seen the tracks come out of the woods and on too the road."
4299,There was myself and one other person training a hunting dog.
63981,"2 witnesses, one was driving and the other was in the passenger seat, we were just talking prior to the incident"
51962,Yes. My 14 year old son I have an audio recording.
28499,"Myself, the young man I was photographing, and his father."
8450,Just me and my dad have heard the sounds.There were three people who made the sighting
7936,My fiance and a friend.
4557,
56586,Other were sleeping in the car
28912,I was alone
3767,two of us.camping out.relaxing.
3686,two witnesses.camping out.
63178,my wife
15430,No other witnesses. My youngest was playing on the deck.  My oldest was standing in our living room talking to his father and I.  Bobby (my son's friend) was trying to get a fire started.
15088,One witness driving.
10766,
4762,
3248,There many incidents. most walking or doing something out doors
3301,Just me and my friend.  Had walked about a mile before entering the woods.
8836,"Two, my brother and I."
40619,just me and my dog
4498,no
31100,"Five total on ""patrol""."
69398,Previously explained. Brother in law was a deputy sheriff at the time
69304,"3, my girlfriend, a coworker, and his wife"
56800,Only 1. Me. I was on my way to work at the gift shop.
41452,Just the two of us.
41232,Just me and my camera.
31439,one other and we were fishing
15371,there were 2 other witnesses which were my cousin and sister who were running with me and had turned their heads a saw him running/walking
15876,I was fishing alone.
9188,2Having a picnic
9281,
8843,No other witnesses. My father was asleep as was the rest of the camp.
24141,Just myself
2332,Three of us.
4558,The witness was sitting on a rock with a shotgun waiting for a squirrel to come by. He had been squirrel hunting.
8042,My friend saw the tracks.
57013,Not that I'm aware of but I would have thought someone else would have seen it since it was daylight in town
4458,Father and I.
8446,Three witnesses total.
4760,
37793,One night 3 of us seen it. 3 others in past incidents.
35079,
50856,There were two of us. We were clearing four wheeler trails.
62549,Just my dog and I. My mother and I were up working in our house.
30548,My father
63140,One other witness.
34664,One witness besides myself. We were both fishing within five feet of one another.
37692,My wife
9022,About seven people heard the racket that was loud enough to awaken them from a deep sleep.
5013,There was just one that saw the thing. There were about seven of us in the cabin but didn't notice anything.
4950,"My wife was only witness, all others were aslee"
58053,Just myself and my husband
57774,
30622,My roomate was in the house she verified that my parrot wasnt the one whistling back to me.
378,There was three of us but I was the only one who saw it.  We were walking back to an old cemetary.
3920,
8394,"Yes, the Logan Sheriffs Department. My whole family and some neighbors"
42120,No other witnesses.  My friends were unaware of what I saw because it seemed like no one was  listening to me.
41270,"Sighting = I was the only one that ""saw"" it.  I called my sister-in-law immediately in a state of excitement and wonder.  I told my husband about it as soon as I got home.  They know me well and could tell that I was lit up about this event.  Then a few weeks later, my brother-in-law called to it.  Something answered that sounded like the audio clips we heard. It was in the direction of where I saw it.  He called it again, (he is good at it), and it, or something, answered again louder and longer.  It did not sound human.  So now I am not the only one that had an experience with this thing!"
38835,N0
36830,"My wife, our 11 year old grandson, and I."
39360,Just me in my car....but I have the number of two other persons who saw it that same week...they were together.
3381,Four of us.
49614,No witnesses. Just the trail cam and then the tracks were found by my husband.
11248,3  mom dad and brother   other hunters in the town
69490,No other witnesses.
8785,Four total.
8006,"Three that I know of: my wife, myself and an unidentified neighbor."
5778,
1507,
58853,My fiance in the passenger seat.
56073,"None, just myself."
4731,
10925,"There were four of us and we all seen and heard the same thing, we were sitting around a camp fire talking and eating"
7940,My brother and I.
8236,There was a friend with me. She no longer lives in the area.
4957,"The only witness was my nearest neighbor who only heard the animal ""screaming"" and moving through the wooded area where it ran to."
49813,Just myself.
10330,"TWO,DRIVING HOME FROM WORK"
69469,Two
58702,Not significant other than what I said. I've been in those woods quite a bit. Never seen that before nor since
40715,just me. My husband was driving and my daughter was listening to her ipod.
27613,Just myself.
25724,no
26709,It was me and my friend
23125,Just me leaving work. I was rested. I flew home and woke my wife ina panic. I couldnt believe what I saw.
69588,No other apparent witnesses
